INSTNM,ADDR,CITY,STABBR,ZIP,CHFNM,CHFTITLE,GENTELE,WEBADDR,APPLURL,LONGITUD,LATITUDE
Pacific College of Oriental Medicine-Chicago,"65 East Wacker Place, 21st fl",Chicago,IL,60601,Edward Lamadrid,Campus Director,7.73477E+12,www.PacificCollege.edu,www.pacificcollege.edu/prospective/request_catalog.html,-87.625761,41.88651
Ronny J's Barber Styling,443 Bruton Terrace Center,Dallas,TX,75217,Abdu R. Ali,C E O,2.14276E+12,www.hhacademys.org/, ,-96.664417,32.75082
Southwest Institute of Healing Arts,1100 East Apache Blvd,Tempe,AZ,85281,K C Miller,CEO,4809949244,SWIHA.EDU, ,-111.922481,33.415334
InterCoast Colleges-Riverside,1989 Atlanta Ave,Riverside,CA,92507,Anna Marie Lopez,VP of Financial Aid and Student Affairs,9517790700,www.intercoast.edu,www.intercoast.edu,-117.344752,33.993598
Ottawa University-Jeffersonville,287 Quarter Master Court,Jeffersonville,IN,47130,Peg Gernand,Campus Director,8122807271,www.ottawa.edu, ,-85.741171,38.284402
University of Antelope Valley,44055 Sierra Highway,Lancaster,CA,93534,Araceli Jimenez,Financial Aid Director,6.61726E+12,www.uav.edu/index.aspx?page=288,www.uav.edu/index.aspx?recordid=75&page=106,-118.134246,34.683246
Birthingway College of Midwifery,12113 SE Foster Rd,Portland,OR,97266,Holly Scholles,President,5037603131,www.birthingway.edu, ,-122.538471,45.476809
Blue Water College of Cosmetology Inc,1871 Gratiot Blvd,Marysville,MI,48040,Mark Van Kehrberg,Director/Owner,8103649595,bluewatercollege.edu, ,-82.481754,42.91731
Pima Medical Institute-Albuquerque West,8601 Golf Course Road NW,Albuquerque,NM,87114,Helen Candelaria,Campus Director,5058904316,www.pmi.edu, ,-106.687921,35.18145
Brighton Center's Center for Employment Training,"601 Washington Ave., Suite 140",Newport,KY,41071-1968,Tammy Weidinger,President & CEO,8.59492E+13,www.brightoncenter.org, ,-84.490127,39.092551
California Healing Arts College,"500 East Carson Plaza Drive, Suite 103",Carson,CA,90746-7323,Dr. Paul Schwinghamer,President / Director,3108267622,www.chac.edu,www.chac.edu/admissions/apply-now/,-118.265741,33.8447
Dallas Barber & Stylist College,9357 Forest Lane,Dallas,TX,75243,Sylvester Iwotor,Director,2145752168,www.dallasbarberandstylistcollege.com/, ,-96.737017,32.909897
NorthShore University HealthSystem School of Nurse Anesthesia,"2650 Ridge Ave, Rm G603C",Evanston,IL,60201-1718,Bernadette T. Roche,Administrative Director,8475701959,www.northshore.org/academics/other-programs/school-of-nurse-anesthesia/, ,-87.684445,42.065549
Faith Evangelical College & Seminary,3504 N Pearl St,Tacoma,WA,98407-0186,Michael J. Adams,President/CEO,2537522020,www.faithseminary.edu, ,-122.515945,47.280177
Family of Faith College,30 Kinville,Shawnee,OK,74802,Dr. Samuel W. Matthews,College President,4.05274E+12,www.familyoffaithcollege.edu,familyoffaithcollege.edu/admissions-info/,-96.90224,35.46199
Hood Theological Seminary,1810 Lutheran Synod Drive,Salisbury,NC,28144,Vergel L. Lattimore,President-Elect,7046367611,www.hoodseminary.edu, ,-80.480643,35.644603
Colegio Educativo Tecnologico Industrial Inc,"Calle Eugenio Maria de Hostos #175, Esq, Puro Girau",Arecibo,PR,612,Nilsa Lopez,Executive Director,7878793300,www.ceticollege.com, ,-66.724485,18.467868
International Technological University,355 W. San Fernando St.,San Jose,CA,95113,Yau Gene Chan,President,8884084968,itu.edu,itu.edu/index.php/admissions/apply-now/,-121.895761,37.33181
Irene's Myomassology Institute,26061 Franklin Road,Southfield,MI,48033,Kathleen Gauthier,Executive Director,2483501400,www.irenes.edu, ,-83.287169,42.480113
Jay's Technical Institute,11910 Fondren Meadow,Houston,TX,77071,Ollie Hilliard,Chief Administrative Officer,7137722410,www.jaystechnicalinstitute.com/index.html, ,-95.525281,29.64877
Mr John's School of Cosmetology Esthetics & Nails-Jacksonville,"1429 S Main St, Ste F",Jacksonville,IL,62650,John W. Stubblefield,President,2172431744,mrjohns.com,mrjohns.com/wp-content/uploads/Application-Admissions.pdf,-90.230119,39.714678
NTMA Training Centers of Southern California,"12131 Telegraph Road, 2nd Floor",Santa Fe Springs,CA,90670,Michael Kerwin,President,56240442950,www.trainingcenters.org, ,-118.074384,33.942669
P C Age-Jersey City,"2815 Kennedy Blvd, 3rd Floor",Jersey City,NJ,7306,Zafar Khizer,CEO/President,2017610144,www.pcage.edu, ,-74.06691,40.732114
P C Age-Edison,"145 Talmadge Rd, Suite 19",Edison,NJ,8817,Zafar Khizer,CEO/President,7322873622,www.pcage.edu, ,-74.395005,40.532872
American Institute-Margate,5000 C Coconut Creek Parkway,Margate,FL,33063,Richard McCulloch or Katherine McCulloch,Campus President or Vice President of Academics,9547812468,www.americaninstitute.edu, ,-80.194529,26.244554
South Florida Institute of Technology,"720 NW 27th Avenue, 2nd Floor",Miami,FL,33125,Silvio Incer,CEO,3056492050,www.sf-institute.com/, ,-80.239444,25.779943
Southeastern Institute-Charleston,"4600 Goer Dr, Ste 105",North Charleston,SC,29406,Gary Vonk,President,8437471279,www.southeasterninstitute.com, ,-80.008056,32.871075
Southeastern College-Jacksonville,"6700 Southpoint Parkway, Suite 400",Jacksonville,FL,32216,Gary Vonk,President,9044489499,www.sec.edu/, ,-81.562655,30.220468
Toni & Guy Hairdressing Academy-Colorado Springs,5125 North Academy Blvd.,Colorado Springs,CO,80918,Sandra Chandler,Owner,7.19391E+12,toniguyacademy.com/themes/default/common/ColoradoSprings.aspx,toniguyacademy.com/themes/default/common/ColoradoSprings.aspx,-104.777581,38.90585
Trend Barber College,8250 W Bellfort,Houston,TX,77071-0000,Obinna Mbachu,President,7137210000,trendbarbercollege.com, ,-95.522162,29.656104
Illinois CareerPath Institute,"222 Merchandise Mart Plaza, Suite 4-124",Chicago,IL,60654-1103,Felix M. Okor,President & COO,3.12346E+11,www.illinoiscareerpath.edu, ,-87.635361,41.88837
Valley Grande Institute for Academic Studies,345 S. Texas Blvd.,Weslaco,TX,78596,Anabell C. Cardona,"President, CEO",9569731945,vgi.edu, ,-97.990391,26.158256
West Coast University-Los Angeles,12215 Victory Boulevard,North Hollywood,CA,91606,Barry T. Ryan,President & CEO,8182995500,westcoastuniversity.edu/campuses/los-angeles.html,westcoastuniversity.edu/contactus/application.html,-118.292527,34.079295
Williamson Christian College,274 Mallory Station Rd.,Franklin,TN,37067,"Edward Smith, Ph.D.",President,6157717821,www.williamsoncc.edu,www.williamsoncc.edu,-86.828311,35.95615
International Barber & Style College,3744 Annex Avenue,Nashville,TN,37209,Uchendi Nwani,CEO,6154963977,2ibs.org, ,-86.882386,36.140505
Illinois Eastern Community College-System Office,233 E Chestnut Street,Olney,IL,62450,Terry Bruce,Chief Executive Officer,6183932982,www.iecc.edu, ,-88.082502,38.729578
Triangle Tech Inc-Sunbury,191 Performance Road,Sunbury,PA,17801,Joseph Drumm,Director,5709880700,www.triangle-tech.edu, ,-76.765478,40.855276
DigiPen Institute of Technology,9931 Willows Rd NE,Redmond,WA,98052,Jason Chu,COO - Int'l,4255580299,www.digipen.edu,management.digipen.edu/srs-app/,-122.150481,47.68924
California College of Vocational Careers,1901 Chester Ave  #201,Bakersfield,CA,93301,Rudy Fernandez,President,6613236791,www.ccvc.edu,www.ccvc.edu,-119.023094,35.385443
Fortis Institute-Fort Lauderdale,"4850 W. Oakland Park Blvd., Suite 224",Lauderdale Lakes,FL,33313,Duncan Anderson,President and CEO,9.54588E+13,www.fortis.edu,www.fortis.edu,-80.215871,26.162566
University of Phoenix-Cincinnati Campus,9050 Centre Point,West Chester,OH,45069-4874,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-84.421773,39.326515
University of Phoenix-Wichita Campus,3020 N. Cypress Dr,Wichita,KS,67226-4009,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-97.231461,37.738946
University of Phoenix-Charlotte Campus,3800 Arco Corporate Dr,Charlotte,NC,28273-3409,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-80.949388,35.1524
Connecticut Center for Massage Therapy-Groton,1154 Poquonnock Rd,Groton,CT,6340,Stephen Lazarus,COO,8772952268,www.ccmt.edu, ,-72.042638,41.347074
Pierpont Community and Technical College,1201 Locust Ave,Fairmont,WV,26554,"Doreen Larson, Ph.D.",President,3043674692,www.pierpont.edu/, ,-80.160335,39.482878
ITT Technical Institute-Duluth,10700 Abbotts Bridge Rd-Ste 190,Duluth,GA,30097,Nicholas Karimi,Director,6789578510,www.itt-tech.edu, ,-84.176526,34.042875
ITT Technical Institute-Hilliard,"3781 Park Mill Run, Suite 1",Hilliard,OH,43026,Suzann Sayre,Interim Director,6147714888,www.itt-tech.edu, ,-83.121729,40.030759
University of Phoenix-Indianapolis Campus,7999 Knue Rd,Indianapolis,IN,46250-1932,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-86.05945,39.899315
Career Institute of Health and Technology,340 Flatbush Ave Ext-3rd Floor,Brooklyn,NY,11201,Kenneth G Barrett,President,7184221212,WWW.CAREERINSTITUTE.EDU, ,-73.982706,40.691141
Dewey University-Hato Rey,Barbosa Ave #427 3rd Floor - Malco Bldg,Hato Rey,PR,910,Lourdes Simonetti,Administrator Dean,78775300390,www.dewey.edu,jdc.dewey.edu,-66.043033,18.417614
InterCoast Colleges-West Covina,1400 W. West Covina Pkwy-2nd Floor,West Covina,CA,91790,Anna Marie Lopez,VP of Financial Aid and Student Affairs,6263376800,www.intercoast.edu,www.intercoast.edu,-117.938663,34.068841
American College of Healthcare Sciences,5940 SW Hood Ave,Portland,OR,97239,Dorene Petersen,President,5032440726,www.achs.edu,https://www.achs.edu/admissions/apply,-122.674511,45.48044
Texas School of Business-East,12030 East Freeway,Houston,TX,77029, , , , , ,-95.224793,29.770908
Le Cordon Bleu College of Culinary Arts-Atlanta,1927 Lakeside Parkway,Tucker,GA,30084,Glenn Mack,President,7709384711,www.chefs.edu/atlanta, ,-84.238519,33.839348
Colorado Media School,404 South Upham St.,Lakewood,CO,80226,Robert Mills,President,3039377070,beonair.com,www.beonair.com,-105.080902,39.737325
Paul Mitchell the School-Rhode Island,"30 Chapel View Blvd., Suite 100",Cranston,RI,2920,Melissa Rock,Director,8776724665,rhodeisland.paulmitchell.edu/, ,-71.459361,41.7553
Miller-Motte Technical College-Chattanooga,6020 Shallowford Road Suite 100,Chattanooga,TN,37421,June Kearns,Campus Director,4.23511E+12,www.miller-motte.edu, ,-85.188345,35.051299
Milan Institute-Sparks,950 Industrial Way,Sparks,NV,89431,Gary Yasuda,President,7753487200,www.milaninstitute.edu,www.milaninstitute.edu,-119.758848,39.525226
Empire Beauty School-Framingham,624 Worcester Rd,Framingham,MA,1702,Michael Bouman,President/COO,8009204593,www.empire.edu, ,-71.423185,42.297796
Westwood College-Chicago Loop,"One North State Street, Suite 1000",Chicago,IL,60602,Kelly Moore,Campus President,3127390850,www.westwood.edu, ,-87.627362,41.88241
Interactive Learning Systems-North Houston,4473 North Freeway,Houston,TX,77022,Elmer R Smith,President,2819317717,ict.edu/north-houston-college/,ict.edu/apply/,-95.383481,29.83137
Bexley Hall Episcopal Seminary,583 Sheridan Avenue,Columbus,OH,43209-2325,Thomas C. Ferguson,Dean,6142313095,www.bexley.edu, ,-82.940635,39.956227
University of North Texas System,1901 Main Street,Dallas,TX,75201,Lee Jackson,Chancellor,2147528585,untsystem.unt.edu/, ,-96.794931,32.781634
Anthem College-Fenton,645 Gravois Bluffs Blvd,Fenton,MO,63026,Jennifer Khadivar,Executive Director,9544002000,www.anthem.edu, ,-90.435869,38.508985
Everest Institute-Norcross,1750 Beaver Ruin Rd-Ste 500,Norcross,GA,30093,Deborah Davis,President,7709211085,www.everest.edu/campus/norcross, ,-84.155475,33.934121
Strayer University-Tennessee,2620 Thousand Oaks Blvd Ste 1100,Memphis,TN,38118,Michael A Plater,President,9013690835,www.strayer.edu/tennessee/thousand-oaks, ,-89.899621,35.0775
Strayer University-Pennsylvania,3600 Horizon Blvd Ste 100,Trevose,PA,19053,Michael A Plater,President,2153542700,www.strayer.edu/pennsylvania/lower-bucks-county, ,-74.964086,40.137325
Kaplan College-Brownsville,"1900 North Expressway, Suite O",Brownsville,TX,78521,Colin Ellis,Executive Director,9565478200,www.kaplancollege.com/brownsville-tx/, ,-97.502253,25.943132
Kaplan College-Corpus Christi,"1620 S. Padre Island Drive, #600",Corpus Christi,TX,78416,Jeriann Hix,Campus President,3618522900,www.kaplancollege.com/corpus-christi-tx/, ,-97.439616,27.743307
School of Health,3076 Riverside Dr. Suite 700,Macon,GA,31210,James Garner,VP of Administrative Affairs,4783144444,www.api.edu,www.api.edu,-83.677791,32.8894
Everest College-Arlington,300 Six Flags Drive,Arlington,TX,76011,Dr. Sandra Muskopf,Campus President,8176527790,www.everest.edu/campus/arlington_mid_cities_,www.everest.edu/campus/arlington_mid_cities_,-97.067911,32.74435
University of Phoenix-Columbus Georgia Campus,7200 N. Lake Drive,Columbus,GA,31909,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-84.952781,32.54881
University of Phoenix-Memphis Campus,65 Germantown Court,Cordova,TN,38018-7290,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-89.796659,35.130031
University of Phoenix-Columbus Ohio Campus,8415 Pulsar Pl,Columbus,OH,43240-4032,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-82.966393,40.139854
University of Phoenix-Little Rock Campus,10800 Financial Centre Pkwy,Little Rock,AR,72211-3552,"William Pepicello, PhD",President,8667660766,www.phoenix.edu,myapply.phoenix.edu,-92.395199,34.749167
Toni & Guy Hairdressing Academy-Boise,5244 W. Overland Road,Boise,ID,83705,Tyler Denton,CFO,2084298070,toniguy.com/academy/boise/default.aspx, ,-116.247663,43.59105
Charlie's Guard-Detective Bureau and Academy Inc,Road 107 Km 3.1 Bo. Borinquen,Aguadilla,PR,603,Mr. Leocadio Nieves,President,7878827222,www.charliesacademy.edu,www.charliesacademy.edu,-67.149274,18.447882
PCI Academy-Plymouth,4315 Peony Lane N,Plymouth,MN,55446,Mary Clare Lokken,Vice President,7635360772,www.PCI-Academy.com,www.PCI-Academy.com,-93.508401,45.03364
DeVry University's Keller Graduate School of Management-Pennsylvania,1140 Virginia Drive,Fort Washington,PA,19034-3204,Joyce Wheatley,Metro President,2155915700,www.keller.edu/, ,-75.178683,40.137042
DeVry University-Nevada,"2490 Paseo Verde Parkway, Ste 150",Henderson,NV,89074-7120,Lori Bryant,Campus Director,7029339700,www.devry.edu, ,-115.096092,36.019944
Everest College-Tacoma,2156 Pacific Avenue,Tacoma,WA,98402-3004,Susan Wynne,President,2532074000,www.everest.edu/campus/tacoma, ,-122.436157,47.241199
DeVry University-Oregon,"9755 SW Barnes Road, Ste. 150",Portland,OR,97225-6651,Dr. Michael Hohn,Academic Affairs Specialist,5032967468,www.devry.edu, ,-122.778022,45.511822
National University College-Rio Grande,Carr. #3 Km 22.01 - Barrio Cienaga Baja,Rio Grande,PR,745,Rafael Navarro,Chancellor,7878888286,www.nuc.edu,www.nuc.edu,-65.852655,18.38022
Creative Images Institute of Cosmetology-South Dayton,568 Miamisburg-Centrville Rd,Dayton,OH,45459,Nicholas E Schindler,President,9374331944,www.creativeimages.edu,creativeimages.edu,-84.174179,39.627019
Westwood College-Houston South,7322 Southwest Fwy Suite 110,Houston,TX,77074,Bob Studinger,Campus Administrator,7137774433,www.westwood.edu, ,-95.516925,29.702418
Fortis Institute-Jacksonville,5995-2 University Blvd West,Jacksonville,FL,32216,Wyman Dickey,President,9044436300,fortis.edu,fortis.edu,-81.604182,30.277639
Brookline College-Albuquerque,4201 Central Ave NW-Ste J,Albuquerque,NM,87105,Andrew Webb,Campus Director,5058802877,www.brooklinecollege.edu, ,-106.687499,35.086652
Byzantine Catholic Seminary of Saints Cyril and Methodius,3605 Perrysville Ave,Pittsburgh,PA,15214-2229,Fr Kurt Burnette,President,4123218383,www.bcs.edu, ,-80.015825,40.484409
Remington College-Cleveland West Campus,26350 Brookpark Road,North Olmsted,OH,44070-2163,Gary A. Azotea,Campus President,4407772560,www.remingtoncollege.edu/cleveland-west-ohio-career-colleges, ,-81.913718,41.418295
Northcentral University,10000 E. University Dr,Prescott Valley,AZ,86314,George Burnett,President and CEO,8883272877,www.ncu.edu,https://apply.ncu.edu/,-112.286177,34.598901
Colorado Technical University-Online,"4435 N Chestnut, Suite E",Colorado Springs,CO,80907,Andrew Hurst,President,8668131836,www.coloradotech.edu/CTU-Online,www.coloradotech.edu/Apply-Online,-104.834211,38.893735
Baker College of Allen Park,4500 Enterprise Dr,Allen Park,MI,48101,Aaron Maike,Campus President,3134253700,www.baker.edu, ,-83.203166,42.274542
Bayamon Community College,17 Maceo St,Bayamon,PR,959,Tanus Saad,President,7877804242,www.bccpr.org,www.bccpr.org,-66.155678,18.398781
Harris School of Business-Dover Campus,97 Commerce Way Ste 105,Dover,DE,19901,Jamie Kavelak,Director,3026748060,harrisschool.edu, ,-75.546609,39.15428
Folsom Lake College,10 College Parkway,Folsom,CA,95630,Rachel Rosenthal,President,9166086572,www.flc.losrios.edu/,www.losrios.edu/lrc/lrc_app.php,-121.126697,38.662599
LeGrand Institute of Cosmetology Inc,2418 Broad St,Camden,SC,29020,Debra R Legrand,CEO,8034258449,www.legrandinstitute.com,www.legrandinstitute.com,-80.608996,34.27162
Everest Institute-Detroit,"300 River Place Dr.,Ste 1000",Detroit,MI,48207-4291,Marchelle Weaver,President,3135675350,www.everest.edu/campus/detroit, ,-83.017195,42.33654
Daymar Institute-Murfreesboro,415 Golden Bear Court,Murfreesboro,TN,37128,Deborah Brown,Campus President,6152179347,www.daymarinstitute.edu/colleges/murfreesboro-tennessee,www.daymarinstitute.edu/application-admission,-86.40237,35.815421
Cambridge Technical Institute,Avenida Roosevelt #1255,San Juan,PR,969,Juan C. Vargas,President & CEO,7.87263E+13,www.cti.edu, ,-66.08846,18.41401
Empire Beauty School-Midlothian,10807 Hull Street Rd,Midlothian,VA,23112,Michael Bouman,President,8009204593,www.empire.edu, ,-77.594067,37.438104
Empire Beauty School-Owings Mills,"9616 Reisterstown Rd, Suite 105",Owings Mills,MD,21117,Michael Bouman,President,8009204593,www.empire.edu, ,-76.759697,39.405218
Empire Beauty School-West Mifflin,2393 Mountainview Dr,West Mifflin,PA,15122,Michael Bouman,President,8009204593,www.empire.edu, ,-79.939958,40.345999
